Alameda County Water District GSA
Aliso Water District GSA
Alpaugh GSA
Amador County Groundwater Management Authority GSA
Arroyo Santa Rosa Basin GSA
Arroyo Seco GSA - 1
Arvin GSA
Atascadero Basin GSA
Banta-Carbona Irrigation District GSA
Bear Valley Basin GSA
Bedford-Coldwater Subbasin GSA
Big Valley GSA
Biggs-West Gridley Water District GSA
Buena Vista Water Storage District GSA
Butte Water District GSA - Butte
Butte Water District GSA - Sutter
Byron-Bethany Irrigation District GSA - East Contra Costa
Byron-Bethany Irrigation District GSA - Tracy
Camrosa Water District GSA - Los Posas Valley
Camrosa Water District GSA - Oxnard
Camrosa Water District GSA - Pleasant Valley
Carpinteria GSA
Castac Basin GSA
Cawelo Water District GSA
Central Delta Water Agency GSA
Central Delta-Mendota GSA
Central Kings GSA
Central San Joaquin Water Conservation District GSA
Chowchilla Water District GSA
City of Antioch GSA
City of Arroyo Grande GSA
City of Biggs GSA
City of Brentwood GSA
City of Coalinga GSA
City of Dos Palos GSA
City of Firebaugh GSA
City of Galt GSA
City of Gridley GSA
City of Gustine GSA
City of Hayward GSA
City of La Habra GSA
City of Lakeport GSA
City of Lathrop GSA
City of Live Oak GSA
City of Lodi GSA
City of Los Banos GSA
City of Madera GSA
City of Manteca GSA
City of Marina GSA
City of Marysville GSA
City of Mendota GSA
City of Newman GSA
City of Paso Robles GSA
City of Patterson GSA
City of Pomona GSA
City of San Luis Obispo GSA
City of Stockton GSA
City of Tracy GSA
City of Tulelake GSA
City of Vacaville GSA
City of Yuba City GSA
Clay Water District GSA
Coachella Valley Water District GSA - Indio
Coachella Valley Water District GSA - Mission Creek
Coachella Water Authority GSA
Colusa Groundwater Authority GSA - Butte
Colusa Groundwater Authority GSA - Colusa
Cordua Irrigation District GSA
Corning Subbasin GSA
County of Butte GSA - Butte 1
County of Butte GSA - Butte 2
County of Contra Costa GSA
County of Del Norte GSA
County of Fresno GSA - Delta-Mendota Management Area A
County of Fresno GSA - Delta-Mendota Management Area B
County of Fresno GSA - Pleasant Valley
County of Fresno GSA - Westside
County of Glenn GSA - Butte
County of Glenn GSA - Colusa
County of Glenn GSA - Corning
County of Humboldt GSA
County of Imperial GSA - Amos Valley
County of Imperial GSA - Arroyo Seco Valley
County of Imperial GSA - Chuckwalla Valley
County of Imperial GSA - Coyote Wells Valley
County of Imperial GSA - Davies Valley
County of Imperial GSA - East Salton Sea
County of Imperial GSA - Imperial Valley
County of Imperial GSA - Ocotillo Wells
County of Imperial GSA - Ocotillo-Clark Valley
County of Imperial GSA - Ogilby Valley
County of Imperial GSA - Palo Verde Mesa
County of Imperial GSA - Palo Verde Valley
County of Imperial GSA - Vallecito-Carrizo Valley
County of Imperial GSA - West Salton Sea
County of Imperial GSA - Yuma Valley
County of Lassen GSA
County of Madera GSA - Chowchilla
County of Madera GSA - Delta-Mendota
County of Madera GSA - Madera
County of Merced GSA - Chowchilla
County of Merced GSA - Delta-Mendota
County of Modoc GSA - Big Valley
County of Modoc GSA - Tulelake
County of Mono GSA - Fish Slough
County of Mono GSA - Long Valley
County of Mono GSA - Owens Valley
County of Monterey GSA
County of Napa GSA
County of Plumas GSA
County of Sacramento GSA - South American
County of San Joaquin GSA - Eastern San Joaquin 1
County of San Joaquin GSA - Eastern San Joaquin 2
County of San Joaquin GSA - Tracy
County of San Luis Obispo GSA - Los Osos Fringe Areas
County of San Luis Obispo GSA - Paso Robles Area
County of San Luis Obispo GSA - San Luis Obispo Valley
County of San Luis Obispo GSA - Santa Maria Basin Fringe Areas
County of Santa Cruz GSA - Purisima Highlands
County of Santa Cruz GSA - West Santa Cruz Terrace
County of Siskiyou GSA
County of Sutter GSA - North American
County of Sutter GSA - Sutter
County of Tulare GSA - Tule
County of Tuolumne GSA
County of Ventura GSA - Las Posas Valley Basin Outlying Areas
County of Ventura GSA - Oxnard Basin Outlying Areas
County of Ventura GSA - Pleasant Valley Basin Outlying Areas
County of Ventura GSA - Santa Paula Basin Outlying Areas
Cuyama Basin GSA
Delano-Earlimart Irrigation District GSA
Desert Water Agency GSA - Non-Statutory Area - Indio
Desert Water Agency GSA - Non-Statutory Area - Mission Creek
Desert Water Agency GSA - Statutory Area - Indio
Desert Water Agency GSA - Statutory Area - Mission Creek
Desert Water Agency GSA - Statutory Area - San Gorgonio Pass
Diablo Water District GSA
Discovery Bay Community Services District GSA
DM-II GSA
East Acton GSA
East Bay Municipal Utility District GSA
East Contra Costa Irrigation District GSA
East Kaweah GSA
East Turlock Subbasin GSA
Eastern Tule GSA
Eastside San Joaquin GSA
El Dorado County Water Agency GSA
El Rico GSA
Elsinore Valley GSA
Enterprise-Anderson GSA - Anderson
Enterprise-Anderson GSA - Enterprise
Estrella-El Pomar-Creston Water District GSA
Farmers Water District GSA
Fillmore and Piru Basins GSA - Fillmore
Fillmore and Piru Basins GSA - Piru
Fox Canyon Groundwater Management Agency GSA - Arroyo Santa Rosa Valley
Fox Canyon Groundwater Management Agency GSA - Las Posas Valley
Fox Canyon Groundwater Management Agency GSA - Oxnard
Fox Canyon Groundwater Management Agency GSA - Pleasant Valley
Franklin Drainage District GSA - Northern Delta GSA
Galt Irrigation District GSA
Glenn Groundwater Authority GSA
Grasslands GSA
Gravelly Ford Water District GSA
Greater Kaweah GSA
Greenfield County Water District GSA
Henry Miller Water District GSA
Heritage Ranch Community Services District
Imperial Irrigation District GSA - Amos Valley
Imperial Irrigation District GSA - Coyote Wells Valley
Imperial Irrigation District GSA - East Salton Sea
Imperial Irrigation District GSA - Imperial Valley
Imperial Irrigation District GSA - Ocotillo Wells
Imperial Irrigation District GSA - Ocotillo-Clark Valley
Imperial Irrigation District GSA - Ogilby Valley
Imperial Irrigation District GSA - West Salton Sea
Indian Wells Valley Groundwater Authority GSA
Indio Water Authority GSA - Desert Hot Springs - DHS
Indio Water Authority GSA - Indio - indio
James GSA
Kern Non-Districted Land Authority GSA
Kern River GSA
Kern Water Bank GSA
Kern-Tulare Water District GSA - Kern County
Kern-Tulare Water District GSA - Tule
Kings River East GSA
Leona Valley GSA
Linden County Water District GSA
Lockeford Community Service District GSA
Los Angeles GSA
Lower Tule River Irrigation District GSA
Madera Irrigation District GSA
Madera Water District GSA
Marina Coast Water District GSA - 180/400 Foot Aquifer
Marina Coast Water District GSA - Monterey
McMullin Area GSA
Merced Irrigation-Urban GSA
Merced Subbasin GSA
Mid-Kaweah GSA
Mid-Kings River GSA
Mission Springs Water District GSA - Indio
Mission Springs Water District GSA - Mission Creek
Mono County Tri-Valley Groundwater Management District GSA - Fish Slough
Mono County Tri-Valley Groundwater Management District GSA - Owens Valley
Montecito Groundwater Basin GSA
Monterey Peninsula Water Management District GSA
Mound Basin GSA
New Stone Water District GSA
North Fork Kings GSA
North Kern Water Storage District GSA
North Kings GSA
North San Joaquin Water Conservation District GSA
Northwestern Delta-Mendota GSA
Oakdale Irrigation District GSA
Ojai Basin Groundwater Management Agency GSA
Olcese Water District GSA
Omochumne-Hartnell Water District GSA - Cosumnes
Omochumne-Hartnell Water District GSA - South American
Oro Loma Water District GSA
Owens Valley Groundwater Authority GSA - Fish Slough
Owens Valley Groundwater Authority GSA - Owens Valley
Pajaro Valley Water Management Agency GSA
Patterson Irrigation District GSA
Petaluma Valley GSA
Pioneer GSA
Pixley Irrigation District GSA
Pleasant Valley GSA
Porterville Irrigation District Groundwater Sustainability Agency
Reclamation District No. 1001 GSA
Reclamation District No. 1002 GSA - Northern Delta GSA
Reclamation District No. 1004 GSA - Butte 1
Reclamation District No. 1004 GSA - Butte 2
Reclamation District No. 1004 GSA - Colusa
Reclamation District No. 1500 GSA
Reclamation District No. 1660 GSA
Reclamation District No. 2106 GSA
Reclamation District No. 2110 GSA - Northern Delta GSA
Reclamation District No. 349 GSA
Reclamation District No. 369 GSA - Northern Delta GSA
Reclamation District No. 501 GSA - Northern Delta GSA
Reclamation District No. 551 GSA
Reclamation District No. 70 GSA
Reclamation District No. 744 GSA - Northern Delta GSA
Reclamation District No. 813 GSA - Northern Delta GSA
Richvale Irrigation District GSA
Rock Creek Reclamation District GSA
Root Creek Water District GSA
Rosedale-Rio Bravo Water Storage District GSA
Sacramento Central Groundwater Authority GSA - 1
Sacramento County GSA - Cosumnes - Cosumnes
Sacramento County GSA - Solano
Sacramento County GSA - Solano - Solano
Sacramento Groundwater Authority GSA
Salinas Valley Basin GSA - 180/400 Foot Aquifer
Salinas Valley Basin GSA - East Side Aquifer
Salinas Valley Basin GSA - Forebay Aquifer
Salinas Valley Basin GSA - Langley Area
Salinas Valley Basin GSA - Monterey
Salinas Valley Basin GSA - Upper Valley Aquifer
San Antonio Basin GSA
San Benito County Water District GSA - North San Benito
San Diego River Valley GSA
San Francisco Public Utilities Commission GSA - Downtown
San Francisco Public Utilities Commission GSA - Islais Valley
San Francisco Public Utilities Commission GSA - Lobos
San Francisco Public Utilities Commission GSA - Marina
San Francisco Public Utilities Commission GSA - South San Francisco
San Francisco Public Utilities Commission GSA - Visitacion Valley
San Francisco Public Utilities Commission GSA - Westside
San Gorgonio Pass GSA
San Joaquin River Exchange Contractors GSA
San Miguel Community Services District GSA
San Pasqual Valley GSA
San Timoteo Subbasin GSA
Santa Clara Valley Water District GSA - Llagas Area
Santa Clara Valley Water District GSA - North San Benito
Santa Clara Valley Water District GSA - Santa Clara
Santa Clarita Valley GSA
Santa Cruz Mid-County Groundwater Agency GSA
Santa Margarita Groundwater Agency GSA
Santa Monica Basin GSA
Santa Rosa Plain GSA
Santa Ynez River Valley Basin Central Management Area GSA
Santa Ynez River Valley Basin Eastern Management Area GSA
Santa Ynez River Valley Basin Western Management Area GSA
Saucelito Irrigation District Groundwater Sustainability Agency
Semitropic Water Storage District GSA
Shafter-Wasco Irrigation District GSA
Shandon-San Juan GSA
Sierra Valley Groundwater Management District GSA
Siskiyou County Flood Control and Water Conservation District GSA - Butte Valley
Siskiyou County Flood Control and Water Conservation District GSA - Scott River
Siskiyou County Flood Control and Water Conservation District GSA - Shasta
Sloughhouse Resource Conservation District GSA - Cosumnes
Sloughhouse Resource Conservation District GSA - South American 1
Solano Irrigation District GSA
Solano Subbasin GSA
Sonoma Valley GSA
South Delta Water Agency GSA
South Fork Kings GSA
South Kings GSA
South San Joaquin GSA
South Sutter Water District GSA
South Tahoe Public Utility District GSA
Southern San Joaquin Municipal Utility District - GSA
Southwest Kings GSA
Spadra Basin GSA
Stanislaus and Tuolumne Rivers Groundwater Basin Association GSA
Stewart Tract GSA
Stockton East Water District GSA
Sutter Community Service District GSA
Sutter Extension Water District GSA
Tea Pot Dome Water District
Tehama County Flood Control and Water Conservation District GSA - Antelope
Tehama County Flood Control and Water Conservation District GSA - Bend
Tehama County Flood Control and Water Conservation District GSA - Bowman
Tehama County Flood Control and Water Conservation District GSA - Corning
Tehama County Flood Control and Water Conservation District GSA - Los Molinos
Tehama County Flood Control and Water Conservation District GSA - Red Bluff
Tehama County Flood Control and Water Conservation District GSA - South Battle
Tejon-Castac Water District GSA
Temescal Subbasin GSA
Terra Bella Irrigation District Groundwater Sustainability Agency
Tri-County Water Authority GSA - Tulare Lake
Tri-County Water Authority GSA - Tule
Triangle T Water District GSA
Tulelake Irrigation District GSA
Turner Island Water District GSA - Delta-Mendota
Turner Island Water District GSA - Merced
Ukiah Valley Basin GSA
Upper San Luis Rey Groundwater Management Authority GSA
Upper Ventura River Groundwater Agency GSA
Vandalia Water District
Verbenia GSA
Vina GSA
West Kern Water District GSA
West Placer GSA
West San Jacinto GSA
West Stanislaus Irrigation District GSA
West Turlock Subbasin GSA
Western Canal Water District GSA
Western Municipal Water District GSA - Riverside-Arlington
Westlands Water District GSA
Westside District Water Authority GSA
Wheeler Ridge-Maricopa GSA
White Wolf GSA
Widren Water District GSA
Woodbridge Irrigation District GSA
Wyandotte Creek GSA
Yolo Subbasin GSA
Yuba Water Agency GSA - North Yuba
Yuba Water Agency GSA - South Yuba
Yucaipa Basin GSA
Zone 7 Water Agency GSA - Exclusive Portion
Zone 7 Water Agency GSA - Non-Exclusive Portion
